2025-01-16T15:45:00.000Z,2025-01-16,15.79,°C,40.09,%,equip01,inativo,0,0,
2025-01-16T16:00:00.000Z,2025-01-16,14.92,°C,40.12,%,equip01,inativo,0,0,
2025-01-16T16:15:00.000Z,2025-01-16,18.22,°C,37.58,%,equip01,inativo,0,0,
2025-01-16T16:30:00.000Z,2025-01-16,18.61,°C,42.06,%,equip01,inativo,0,0,
2025-01-16T16:45:00.000Z,2025-01-16,17.19,°C,40.6,%,equip01,inativo,0,0,
2025-01-16T17:00:00.000Z,2025-01-16,18.1,°C,41.07,%,equip01,ativo,0,0,0.862
2025-01-16T17:15:00.000Z,2025-01-16,19.94,°C,40.06,%,equip01,ativo,0,0,
2025-01-16T17:30:00.000Z,2025-01-16,18.94,°C,38.9,%,equip01,ativo,0,0,
2025-01-16T17:45:00.000Z,2025-01-16,19.21,°C,36.74,%,equip01,ativo,0,0,
2025-01-16T18:00:00.000Z,2025-01-16,18.6,°C,37.64,%,equip01,ativo,0,0,
2025-01-16T18:15:00.000Z,2025-01-16,21.69,°C,34.55,%,equip01,ativo,0,0,
2025-01-16T18:30:00.000Z,2025-01-16,21.71,°C,34.22,%,equip01,ativo,0,0,0.99
2025-01-16T18:45:00.000Z,2025-01-16,19.71,°C,37.15,%,equip01,ativo,0,0,
2025-01-16T19:00:00.000Z,2025-01-16,21.07,°C,34.75,%,equip01,ativo,0,0,
2025-01-16T19:15:00.000Z,2025-01-16,20.59,°C,31.09,%,equip01,ativo,0,0,
2025-01-16T19:30:00.000Z,2025-01-16,20.91,°C,32.17,%,equip01,ativo,0,0,
2025-01-16T19:45:00.000Z,2025-01-16,22.16,°C,33.26,%,equip01,ativo,0,0,
2025-01-16T20:00:00.000Z,2025-01-16,22.01,°C,31.94,%,equip01,ativo,0,0,0.99
2025-01-16T20:15:00.000Z,2025-01-16,22.79,°C,34.2,%,equip01,ativo,0,0,
2025-01-16T20:30:00.000Z,2025-01-16,21.69,°C,31.62,%,equip01,ativo,0,0,
2025-01-16T20:45:00.000Z,2025-01-16,21.13,°C,31.04,%,equip01,ativo,0,0,
2025-01-16T21:00:00.000Z,2025-01-16,22.44,°C,29.34,%,equip01,ativo,0,0,
2025-01-16T21:15:00.000Z,2025-01-16,23.58,°C,31.51,%,equip01,ativo,0,0,
2025-01-16T21:30:00.000Z,2025-01-16,23.21,°C,32.52,%,equip01,ativo,0,0,
2025-01-16T21:45:00.000Z,2025-01-16,21.26,°C,30.61,%,equip01,ativo,0,0,0.99
2025-01-16T22:00:00.000Z,2025-01-16,21.55,°C,32.52,%,equip01,ativo,0,0,
2025-01-16T22:15:00.000Z,2025-01-16,23.29,°C,31.34,%,equip01,ativo,0,0,
2025-01-16T22:30:00.000Z,2025-01-16,21.71,°C,29.34,%,equip01,ativo,0,0,
2025-01-16T22:45:00.000Z,2025-01-16,21.17,°C,29.92,%,equip01,ativo,0,0,
2025-01-16T23:00:00.000Z,2025-01-16,21.91,°C,29.54,%,equip01,ativo,0,0,0.99
2025-01-16T23:15:00.000Z,2025-01-16,21.97,°C,32.32,%,equip01,ativo,0,0,
2025-01-16T23:30:00.000Z,2025-01-16,21.44,°C,28.68,%,equip01,ativo,0,0,
2025-01-16T23:45:00.000Z,2025-01-16,21.99,°C,30.06,%,equip01,ativo,0,0,
2025-01-17T00:00:00.000Z,2025-01-17,20.44,°C,28.77,%,equip01,ativo,0,0,
2025-01-17T00:15:00.000Z,2025-01-17,21.71,°C,28.51,%,equip01,ativo,0,0,
2025-01-17T00:30:00.000Z,2025-01-17,19.99,°C,31.28,%,equip01,ativo,0,0,
2025-01-17T00:45:00.000Z,2025-01-17,20.83,°C,33.27,%,equip01,ativo,0,0,0.99
2025-01-17T01:00:00.000Z,2025-01-17,19.98,°C,32.32,%,equip01,ativo,0,0,
2025-01-17T01:15:00.000Z,2025-01-17,18.62,°C,32.48,%,equip01,ativo,0,0,
2025-01-17T01:30:00.000Z,2025-01-17,20.12,°C,28.86,%,equip01,ativo,0,0,
